#x[m]	y[m]	z[m]	pd[W/m^2]
0.000539997	-0.00074265	0.0382791	0
0.000550365	-0.000774226	0.0382791	0
0.000510199	-0.000763767	0.0382791	0
0.000477909	-0.000741511	0.0382791	0
0.00039667	-0.000625326	0.0382791	0
0.000404058	-0.000667188	0.0382791	0
0.000439379	-0.000645112	0.0382791	0
0.000485984	-0.000700798	0.0382791	0
0.000483015	-0.000660243	0.0382791	0
0.000472085	-0.000620778	0.0382791	0
0.000519875	-0.000626127	0.0382791	0
0.000571434	-0.000741475	0.0382791	0
0.000551861	-0.000711639	0.0382791	0
0.000516059	-0.000723053	0.0382791	0
0.000563944	-0.000643409	0.0382791	0
0.000606656	-0.000646891	0.0382791	0
0.000590236	-0.00062064	0.0382791	0
0.000434333	-0.000613347	0.0382791	0
0.000405923	-0.000592427	0.0382791	0
0.00076812	-0.000633595	0.0382791	0
0.000742195	-0.000626768	0.0382791	0
0.000760699	-0.000608782	0.0382791	0
0.000125493	-0.000579537	0.0382791	0
0.000160495	-0.00058425	0.0382791	0
0.000193924	-0.000588456	0.0382791	0
0.000131107	-0.000528785	0.0382791	0
0.000229067	-0.00059387	0.0382791	0
0.000247868	-0.00056707	0.0382791	0
0.00021278	-0.000560359	0.0382791	0
0.000267856	-0.000540037	0.0382791	0
0.000231884	-0.000531331	0.0382791	0
0.000282012	-0.00057673	0.0382791	0
0.000316201	-0.000590714	0.0382791	0
0.000292458	-0.00061182	0.0382791	0
0.000340438	-0.000566301	0.0382791	0
0.000303973	-0.000550619	0.0382791	0
0.000194921	-0.000525188	0.0382791	0
0.000214912	-0.000493081	0.0382791	0
0.000252881	-0.00050221	0.0382791	0
0.000288575	-0.000511697	0.0382791	0
0.000240304	-0.000463105	0.0382791	0
0.000273754	-0.000474011	0.0382791	0
0.000328549	-0.000518337	0.0382791	0
0.000305878	-0.000485896	0.0382791	0
0.000333516	-0.000473185	0.0382791	0
0.000305525	-0.000453004	0.0382791	0
0.000383597	-0.000443576	0.0382791	0
0.000373638	-0.000404352	0.0382791	0
0.000397904	-0.000559173	0.0382791	0
0.000374319	-0.000587611	0.0382791	0
0.000507301	-0.000548695	0.0382791	0
0.00053314	-0.00058167	0.0382791	0
0.000393071	-0.000519942	0.0382791	0
0.00039033	-0.000480424	0.0382791	0
0.000362203	-0.000499335	0.0382791	0
0.00041823	-0.000459655	0.0382791	0
0.000547012	-0.000483635	0.0382791	0
0.000524544	-0.000466188	0.0382791	0
0.000517815	-0.000509907	0.0382791	0
0.000561361	-0.000607015	0.0382791	0
0.000591065	-0.000596407	0.0382791	0
0.000647052	-0.000627247	0.0382791	0
0.000697298	-0.000544593	0.0382791	0
0.000663075	-0.000529503	0.0382791	0
0.00070789	-0.000577458	0.0382791	0
0.000672989	-0.000566517	0.0382791	0
0.000684	-0.0006065	0.0382791	0
0.000555987	-0.000451413	0.0382791	0
0.00068995	-0.000504203	0.0382791	0
0.000637789	-0.000455632	0.0382791	0
0.000668175	-0.00047101	0.0382791	0
0.000699488	-0.000464967	0.0382791	0
0.000412019	-0.000419226	0.0382791	0
0.00044637	-0.00043573	0.0382791	0
0.000443563	-0.000398537	0.0382791	0
0.000468984	-0.000417918	0.0382791	0
0.000497377	-0.000419383	0.0382791	0
0.000477541	-0.000444945	0.0382791	0
0.000504315	-0.000447101	0.0382791	0
0.000723983	-0.000558587	0.0382791	0
0.000866635	-0.00055873	0.0382791	0
0.000787075	-0.00058803	0.0382791	0
0.000830216	-0.00057662	0.0382791	0
0.000824047	-0.000542499	0.0382791	0
0.000849601	-0.000529518	0.0382791	0
0.000725051	-0.000530772	0.0382791	0
0.000789911	-0.000517777	0.0382791	0
0.000734434	-0.000459191	0.0382791	0
0.000757021	-0.000491455	0.0382791	0
0.000819265	-0.000510952	0.0382791	0
0.000793164	-0.000485153	0.0382791	0
0.000848176	-0.000507191	0.0382791	0
0.000822443	-0.000480982	0.0382791	0
0.000845841	-0.000473705	0.0382791	0
0.000826378	-0.00045505	0.0382791	0
0.000845434	-0.000442644	0.0382791	0
0.000914344	-0.000494454	0.0382791	0
0.000924075	-0.000466046	0.0382791	0
0.000954186	-0.00048853	0.0382791	0
0.000982488	-0.000466381	0.0382791	0
0.000944433	-0.000448964	0.0382791	0
0.000876876	-0.000433136	0.0382791	0
0.000908823	-0.00043164	0.0382791	0
0.000894777	-0.000462287	0.0382791	0
0.00113754	-0.000612331	0.0382791	0
0.00109032	-0.000650556	0.0382791	0
0.00106264	-0.000609131	0.0382791	0
0.0010729	-0.000547428	0.0382791	0
-0.000129061	-0.00107116	0.0382791	0
0.000754504	-0.000556018	0.0382791	0
0.000881705	-0.00065182	0.0382791	0
0.000832518	-0.000617704	0.0382791	0
0.000880412	-0.000601833	0.0382791	0
0.00044538	-0.000557308	0.0382791	0
0.000184334	-0.000947388	0.0382791	0
0.000166255	-0.000976177	0.0382791	0
0.000148686	-0.000956993	0.0382791	0
0.000233488	-0.000980384	0.0382791	0
0.000209357	-0.000959194	0.0382791	0
3.47196e-06	-0.000843242	0.0382791	0
-1.84558e-05	-0.000819924	0.0382791	0
1.33305e-05	-0.000801803	0.0382791	0
3.52786e-05	-0.000829609	0.0382791	0
0.000677311	-0.000751371	0.0382791	0
0.000629851	-0.000768387	0.0382791	0
0.000184887	-0.000720199	0.0382791	0
0.000576916	-0.000479201	0.0382791	0
0.000296392	-0.00218411	0.0382791	0
3.81471e-05	-0.0023405	0.0382791	0
-0.000219434	-0.00176378	0.0382791	0
-8.52884e-05	-0.00102424	0.0382791	0
-2.97091e-05	-0.00103138	0.0382791	0
-0.00174535	-0.00207701	0.0382791	0
7.93686e-05	-0.00101868	0.0382791	0
2.55543e-05	-0.00102982	0.0382791	0
0.00040504	-0.00101792	0.0382791	0
0.000379194	-0.000987354	0.0382791	0
0.00036363	-0.00103264	0.0382791	0
0.00059455	-0.000756148	0.0382791	0
0.00060443	-0.000720459	0.0382791	0
0.000581376	-0.000706501	0.0382791	0
0.000345325	-0.000891246	0.0382791	0
0.000721961	-0.0011605	0.0382791	0
0.000681596	-0.00107339	0.0382791	0
0.000493078	-0.000477067	0.0382791	0
0.000482493	-0.000515335	0.0382791	0
0.00100969	-0.000508234	0.0382791	0
0.000947185	-0.000529615	0.0382791	0
0.000876761	-0.000487676	0.0382791	0
0.00092589	-0.000574273	0.0382791	0
0.0011674	-0.000703999	0.0382791	0
0.00103356	-0.000451035	0.0382791	0
0.00107415	-0.000710966	0.0382791	0
6.06626e-05	-0.00095019	0.0382791	0
0.000162696	-0.000922042	0.0382791	0
0.000135153	-0.000926241	0.0382791	0
0.000115873	-0.000640881	0.0382791	0
0.000405447	-0.000824706	0.0382791	0
0.000544637	-0.000817496	0.0382791	0
0.000509266	-0.000843094	0.0382791	0
0.000507805	-0.000804789	0.0382791	0
0.000706942	-0.00072143	0.0382791	0
0.000733501	-0.000690876	0.0382791	0
0.000697437	-0.000694414	0.0382791	0
0.000725605	-0.000605322	0.0382791	0
0.000712848	-0.000633799	0.0382791	0
0.000821802	-0.000659765	0.0382791	0
0.000791608	-0.000662787	0.0382791	0
0.000793637	-0.000628444	0.0382791	0
0.000406572	-0.000373933	0.0382791	0
0.000727199	-0.000496105	0.0382791	0
0.000426734	-0.00128563	0.0382791	0
0.000314542	-0.0013182	0.0382791	0
0.000670897	-0.000680348	0.0382791	0
0.000675192	-0.000646214	0.0382791	0
0.000640623	-0.000664139	0.0382791	0
0.00217642	0.000104005	0.0382791	0
0.00186045	-7.79131e-05	0.0382791	0
0.00214548	-0.0003031	0.0382791	0
-1.21605e-05	-0.000778195	0.0382791	0
0.000208649	-0.00062036	0.0382791	0
0.000207225	-0.000932017	0.0382791	0
0.000708221	-0.000828894	0.0382791	0
0.000661862	-0.000855623	0.0382791	0
0.000681869	-0.000800204	0.0382791	0
0.000737032	-0.00086026	0.0382791	0
0.00177327	-0.0019254	0.0382791	0
0.00150346	-0.00195596	0.0382791	0
0.00148333	-0.00168161	0.0382791	0
0.00215768	-0.000545335	0.0382791	0
0.00248284	-0.000546934	0.0382791	0
-0.000239766	-0.000979366	0.0382791	0
5.99649e-05	-0.000670642	0.0382791	0
4.64362e-05	-0.00070302	0.0382791	0
9.40266e-05	-0.000672375	0.0382791	0
0.000293116	-0.000771636	0.0382791	0
0.000260743	-0.00075401	0.0382791	0
0.000325248	-0.000767618	0.0382791	0
0.000189803	-0.000913594	0.0382791	0
6.70528e-05	-0.000760821	0.0382791	0
6.97943e-05	-0.000818542	0.0382791	0
4.39056e-05	-0.0008048	0.0382791	0
0.000738177	-0.000814503	0.0382791	0
0.00073928	-0.000770429	0.0382791	0
0.000231565	-0.000716066	0.0382791	0
0.000633352	-0.000414918	0.0382791	0
0.000427482	-0.000575315	0.0382791	0
0.000752642	-0.00207184	0.0382791	0
0.000797691	-0.00180642	0.0382791	0
0.00105004	-0.00189701	0.0382791	0
0.000992952	-0.00209944	0.0382791	0
0.00110405	-0.00170552	0.0382791	0
0.00129765	-0.00182691	0.0382791	0
0.000267456	-0.00163466	0.0382791	0
0.000536273	-0.00184972	0.0382791	0
0.000418667	-0.00144859	0.0382791	0
0.000223945	-0.00147091	0.0382791	0
0.000119604	-0.00136639	0.0382791	0
5.19972e-05	-0.00146674	0.0382791	0
0.000177378	-0.00128064	0.0382791	0
5.6753e-05	-0.00128828	0.0382791	0
0.000821768	-0.00152434	0.0382791	0
0.000185354	-0.00119401	0.0382791	0
0.000402392	-0.00105126	0.0382791	0
0.000376796	-0.00109123	0.0382791	0
0.000455041	-0.00107656	0.0382791	0
0.00117085	-0.00128244	0.0382791	0
0.00115497	-0.00111356	0.0382791	0
0.00113457	-0.00096436	0.0382791	0
0.00101029	-0.00104301	0.0382791	0
0.000675528	-0.000923914	0.0382791	0
0.000831714	-0.00090113	0.0382791	0
0.000946001	-0.000910273	0.0382791	0
0.000872185	-0.000713906	0.0382791	0
0.000807008	-0.000731126	0.0382791	0
0.000861265	-0.00077543	0.0382791	0
0.00104486	-0.000926521	0.0382791	0
0.00101608	-0.000657432	0.0382791	0
0.000996578	-0.000578499	0.0382791	0
0.00117833	-0.000529912	0.0382791	0
0.00106051	-0.000398316	0.0382791	0
0.00143574	-0.000710277	0.0382791	0
0.000612331	-0.00103467	0.0382791	0
0.00125567	-0.000638089	0.0382791	0
-0.000167195	-0.000974242	0.0382791	0
-0.000187015	-0.000949201	0.0382791	0
-5.47502e-05	-0.00092051	0.0382791	0
-6.38541e-05	-0.000867691	0.0382791	0
-2.87226e-05	-0.000857692	0.0382791	0
0.000348907	-0.000971797	0.0382791	0
0.000377281	-0.000960081	0.0382791	0
0.000402724	-0.000949217	0.0382791	0
0.000375469	-0.000934246	0.0382791	0
8.20233e-05	-0.000979317	0.0382791	0
4.13961e-05	-0.000918183	0.0382791	0
6.33597e-05	-0.000885993	0.0382791	0
8.02219e-05	-0.000914801	0.0382791	0
0.000131735	-0.000868219	0.0382791	0
4.87069e-05	-0.000865397	0.0382791	0
0.000112511	-0.000908331	0.0382791	0
0.000146833	-0.000895832	0.0382791	0
0.000176989	-0.000889104	0.0382791	0
0.00020233	-0.000886472	0.0382791	0
0.000118216	-0.000838109	0.0382791	0
0.000105232	-0.000807901	0.0382791	0
0.000116388	-0.000787494	0.0382791	0
0.000127639	-0.000766911	0.0382791	0
0.000128664	-0.000817653	0.0382791	0
0.000286205	-0.000911402	0.0382791	0
0.000309361	-0.000880121	0.0382791	0
0.000320597	-0.00100096	0.0382791	0
0.00027707	-0.000996189	0.0382791	0
0.000387743	-0.000865369	0.0382791	0
0.000296622	-0.000838486	0.0382791	0
0.000329092	-0.00082486	0.0382791	0
0.00031834	-0.000846925	0.0382791	0
0.000338536	-0.000854773	0.0382791	0
0.00015329	-0.000771659	0.0382791	0
0.000150949	-0.000744187	0.0382791	0
7.96217e-05	-0.000636272	0.0382791	0
0.000273715	-0.000711897	0.0382791	0
0.000337904	-0.000699175	0.0382791	0
0.000271235	-0.000628344	0.0382791	0
0.000352465	-0.000608278	0.0382791	0
0.000390185	-0.000699088	0.0382791	0
0.000413206	-0.00087952	0.0382791	0
0.000412294	-0.00085813	0.0382791	0
0.000439373	-0.000894061	0.0382791	0
0.000478697	-0.00086777	0.0382791	0
0.000465903	-0.000903353	0.0382791	0
0.000491807	-0.000912426	0.0382791	0
0.000439101	-0.000818588	0.0382791	0
0.000473021	-0.000828622	0.0382791	0
0.00053047	-0.000788512	0.0382791	0
